institute,record_id,gender,country_origin,citizenship,months_postdoc,job_sector,job_type,specifics,job_country,job_state,degree,degree_field,degree_cip,years
NIEHS,1000,Male,United States,US,41.2,For-profit company,Professional staff,Primarily applied research,United States,Massachusetts,PhD,Pathology/Experimental Pathology,Medicine/Veterinary Medicine/Pathology,2015-2019
NIEHS,1006,Male,United States,US,37.8,For-profit company,Professional staff,Computation/informatics,United States,Massachusetts,PhD,Biology,General Biology/Biomedical Science,2015-2019
NIEHS,1098,Male,United States,US,24,For-profit company,Professional staff,Consulting,United States,Massachusetts,PhD,Toxicology,Pharmacology/Toxicology,2015-2019
NIEHS,68,Male,United States,US,36.6,For-profit company,Professional staff,Primarily applied research,United States,New Jersey,PhD,"Physiology, Cell Biology, Molecular Biology",Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,505,Male,United States,US,61.2,For-profit company,Professional staff,Primarily applied research,United States,New Jersey,PhD,X-ray Crystallography,Biophysics/Structural Biology,2005-2009
NIEHS,733,Male,United States,US,22.7,For-profit company,Professional staff,Computation/informatics,United States,New York,PhD,Physics,Mathematics/Computer Science/Physics,2005-2009
NIEHS,80,Male,United States,US,38.8,For-profit company,Professional staff,Science writing or communications,United States,North Carolina,PhD,Molecular Pharmacology and Structural Biology,Pharmacology/Toxicology,2010-2014
NIEHS,132,Male,United States,US,75.8,For-profit company,Professional staff,Primarily basic research,United States,North Carolina,PhD,Toxicology,Pharmacology/Toxicology,2010-2014
NIEHS,208,Male,United States,US,15.6,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Pharmacology,Pharmacology/Toxicology,2000-2004
NIEHS,216,Male,United States,US,10.1,For-profit company,Professional staff,Computation/informatics,United States,North Carolina,PhD,Bioinformatics,Computational Biology/Biostatistics/Bioinformatics,2010-2014
NIEHS,233,Male,United States,US,10.4,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,243,Male,United States,US,34.1,For-profit company,Professional staff,Primarily clinical research,United States,North Carolina,PhD,Molecular Biology and Genetics,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,258,Male,United States,US,33.5,For-profit company,Professional staff,Science writing or communications,United States,North Carolina,PhD,Cancer Biology,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,275,Male,United States,US,25.1,For-profit company,Professional staff,Regulatory affairs,United States,North Carolina,PhD,Biochemistry and Biophysics,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,292,Male,United States,US,38.7,For-profit company,Professional staff,Sales/Marketing,United States,North Carolina,PhD,Pharmacological and Physiological Science,Pharmacology/Toxicology,2005-2009
NIEHS,463,Male,United States,US,64.6,For-profit company,Professional staff,Primarily basic research,United States,North Carolina,PhD,Biochemistry and Biophysics,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,464,Male,United States,US,40.3,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Biochemistry and Biophysics,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,487,Male,United States,US,59.9,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Toxicology,Pharmacology/Toxicology,2005-2009
NIEHS,506,Male,United States,US,51,For-profit company,Professional staff,Other [Pharmacist Practice],United States,North Carolina,PhD,Pharmacy,Pharmacology/Toxicology,2000-2004
NIEHS,558,Male,United States,US,9.5,For-profit company,Professional staff,Primarily clinical research,United States,North Carolina,PhD,Veterinary Pathology,Medicine/Veterinary Medicine/Pathology,2010-2014
NIEHS,624,Male,United States,US,13.2,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Structural Biology,Biophysics/Structural Biology,2010-2014
NIEHS,642,Male,United States,US,36,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Analytical Chemistry,Chemistry,2010-2014
NIEHS,675,Male,United States,US,33.7,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Biomedical Engineering,Biomedical/Medical Engineering,2010-2014
NIEHS,739,Male,United States,US,72,For-profit company,Professional staff,Computation/informatics,United States,North Carolina,PhD,Biological Chemistry,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,758,Male,United States,US,50.5,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Unknown,Unknown,2000-2004
NIEHS,765,Male,United States,US,47,For-profit company,Professional staff,Sales/marketing,United States,North Carolina,PhD,Pharmacology,Pharmacology/Toxicology,2005-2009
NIEHS,769,Male,United States,US,51.4,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Biochemistry and Molecular Genetics,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,772,Male,United States,US,52.2,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Toxicology,Pharmacology/Toxicology,2000-2004
NIEHS,902,Male,United States,US,29.1,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Pharmaceutical Sciences,Pharmacology/Toxicology,2015-2019
NIEHS,923,Male,United States,US,18.5,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Neuroscience,Neurobiology/Neuroscience,2015-2019
NIEHS,942,Male,United States,US,12.5,For-profit company,Professional staff,Science Administration/Project Management,United States,North Carolina,PhD,Biophysical Chemistry,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,943,Male,United States,US,59.6,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Toxicology,Pharmacology/Toxicology,2015-2019
NIEHS,955,Male,United States,US,72,For-profit company,Professional staff,Primarily basic research,United States,North Carolina,PhD,Comparative Biomedical Sciences,General Biology/Biomedical Science,2015-2019
NIEHS,962,Male,United States,US,96.2,For-profit company,Professional staff,Primarily basic research,United States,North Carolina,PhD,Unknown,Unknown,2015-2019
NIEHS,982,Male,United States,US,59.6,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,990,Male,United States,US,58.8,For-profit company,Professional staff,Computation/informatics,United States,North Carolina,PhD,Unknown,Unknown,2015-2019
NIEHS,991,Male,United States,US,29.5,For-profit company,Professional staff,Computation/informatics,United States,North Carolina,PhD,Chemistry,Chemistry,2015-2019
NIEHS,1015,Male,United States,US,26.8,For-profit company,Professional staff,Science writing or communications,United States,North Carolina,PhD,Exercise Physiology,Physiology/Pathology,2015-2019
NIEHS,1024,Male,United States,US,37,For-profit company,Professional staff,Technical/customer support,United States,North Carolina,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,1027,Male,United States,US,35.1,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Psychology & Neuroscience,Neurobiology/Neuroscience,2015-2019
NIEHS,1033,Male,United States,US,72,For-profit company,Professional staff,Science writing or communications,United States,North Carolina,PhD,Molecular Genetics,Genetics/Genomics,2015-2019
NIEHS,1047,Male,United States,US,41.3,For-profit company,Professional staff,Business development or Operations,United States,North Carolina,PhD,Molecular Cell Biology,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,1067,Male,United States,US,33,For-profit company,Professional staff,Primarily applied research,United States,North Carolina,PhD,Cell/Cellular and Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,1102,Male,United States,US,36.5,For-profit company,Professional staff,Primarily basic research,United States,North Carolina,PhD,Plant Pathology,General Biology/Biomedical Science,2015-2019
NIEHS,12,Male,United States,US,22.8,For-profit company,Professional staff,Primarily applied research,United States,Pennsylvania,PhD,Toxicology,Pharmacology/Toxicology,2000-2004
NIEHS,1045,Male,United States,US,22.9,For-profit company,Professional staff,Primarily applied research,United States,Pennsylvania,PhD,Molecular Toxicology,Pharmacology/Toxicology,2015-2019
NIEHS,798,Male,United States,US,38,For-profit company,Professional staff,Primarily applied research,United States,Texas,PhD,Animal Science,General Biology/Biomedical Science,2010-2014
NIEHS,989,Male,United States,US,78.5,For-profit company,Professional staff,Primarily applied research,United States,Virginia,PhD,Toxicology,Pharmacology/Toxicology,2015-2019
NIEHS,18,Female,Japan,International,24,Government agency,Professional staff,Primarily basic research,Japan,Tsukuba,PhD,Unknown,Unknown,2000-2004
NIEHS,220,Female,Japan,International,11.2,Government agency,Professional staff,Primarily basic research,Japan,Tsukuba,PhD,Pharmaceutical Sciences (Biochemistry),Pharmacology/Toxicology,2005-2009
NIEHS,147,Female,Mexico,International,60,Government agency,Professional staff,Consulting,Mexico,Cuernavaca,PhD,Epidemiology,Epidemiology,2010-2014
NIEHS,691,Female,Poland,International,8,Government agency,Professional staff,Primarily basic research,Poland,Warszawa,PhD,Biochemistry and Biophysics,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,937,Female,Russia,International,21.3,Government agency,Professional staff,Primarily basic research,Russia,Unknown,PhD,Unknown,Unknown,2015-2019
NIEHS,371,Female,South Korea,International,39.6,Government agency,Professional staff,Primarily applied research,South Korea,Unknown,PhD,Unknown,Unknown,2005-2009
NIEHS,644,Female,Thailand,International,30,Government agency,Professional staff,Primarily clinical research,Thailand,Nonthaburi,PhD,Epidemiology,Epidemiology,2000-2004
NIEHS,523,Female,Japan,International,60,Government agency,Professional staff,Primarily applied research,United States,Arkansas,PhD,Unknown,Unknown,2005-2009
NIEHS,713,Female,South Korea,International,59.1,Government agency,Professional staff,Primarily applied research,United States,Maryland,PhD,Unknown,Unknown,2010-2014
NIEHS,899,Female,India,International,24,Government agency,Professional staff,Primarily applied research,United States,Maryland,PhD,"Biomedical Sciences, General",General Biology/Biomedical Science,2015-2019
NIEHS,40,Female,India,International,22.7,Government agency,Professional staff,Primarily applied research,United States,North Carolina,PhD,Neurotoxicology,Neurobiology/Neuroscience,2010-2014
NIEHS,144,Female,China,International,67.6,Government agency,Professional staff,Science administration/project management,United States,North Carolina,PhD,Toxicology,Pharmacology/Toxicology,2010-2014
NIEHS,231,Female,Spain,International,60,Government agency,Professional staff,Primarily basic research,United States,North Carolina,PhD,Genetics,Genetics/Genomics,2010-2014
NIEHS,333,Female,Japan,International,96,Government agency,Professional staff,Primarily basic research,United States,North Carolina,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,386,Female,Kenya,International,103.5,Government agency,Professional staff,Primarily basic research,United States,North Carolina,PhD,Animal Nutrition,General Biology/Biomedical Science,2005-2009
NIEHS,645,Female,Brazil,International,59.8,Government agency,Professional staff,Primarily basic research,United States,North Carolina,PhD,Genetics and Molecular Biology,Genetics/Genomics,2005-2009
NIEHS,669,Female,China,International,50.4,Government agency,Professional staff,Computation/informatics,United States,North Carolina,PhD,Biology,General Biology/Biomedical Science,2005-2009
